PK_TRANSACAO,FK_CONTA,FK_CLIENTE,FK_AGENCIA,FK_COLABORADOR,NUMERO_TRANSACAO,TS_TRANSACAO,NOME_TRANSACAO,TIPO_TRASACAO,VALOR_TRANSACAO
3199,629,629,3,98,3199,2016-12-03T10:27:16.133Z,Compra Crédito,Débito,-69.93
3200,38,38,3,13,3200,2021-07-23T22:25:49.061Z,Pix - Realizado,Débito,-177.0
3201,937,937,7,71,3201,2022-08-23T13:31:43.459Z,Compra Crédito,Débito,-22.45
3202,113,113,7,100,3202,2022-03-16T16:56:51.120Z,Pix - Realizado,Débito,-140.5
3203,279,279,3,91,3203,2023-01-04T01:41:16.559Z,Saque,Débito,-62.47
3204,206,206,7,33,3204,2018-10-05T19:33:04.245Z,Depósito em espécie,Crédito,47.53
3205,336,336,7,100,3205,2017-09-22T09:25:14.140Z,Compra Crédito,Débito,-49.31
3206,772,772,3,16,3206,2014-01-01T06:56:37.551Z,Depósito em espécie,Crédito,20.38
3207,786,786,7,14,3207,2017-12-04T02:09:40.189Z,Compra Débito,Débito,-55.44
3208,243,243,5,49,3208,2021-05-19T05:06:26.230Z,Pix - Realizado,Débito,-184.7
3209,469,469,7,33,3209,2018-09-15T23:36:02.306Z,Compra Crédito,Débito,-29.64
3210,688,688,7,42,3210,2018-02-18T16:45:12.136Z,Compra Débito,Débito,-23.26
3211,968,968,5,55,3211,2014-09-12T12:59:18.855Z,Compra Crédito,Débito,-76.74
3212,103,103,7,42,3212,2017-07-23T20:23:12.295Z,Transferência entre CC - Crédito,Crédito,654.4
3213,701,701,2,85,3213,2019-07-20T15:25:15.225Z,Compra Crédito,Débito,-31.67
3214,73,73,3,73,3214,2022-08-10T19:09:55.249Z,Pix - Recebido,Crédito,991.4
3215,680,680,7,42,3215,2022-04-05T07:55:55.258Z,Compra Crédito,Débito,-33.16
3216,656,656,2,81,3216,2017-01-28T15:31:49.926Z,Compra Crédito,Débito,-50.79
3217,227,227,3,16,3217,2017-08-10T11:16:04.367Z,Compra Crédito,Débito,-14.91
3218,699,699,3,13,3218,2022-05-30T11:25:16.596Z,Compra Débito,Débito,-29.99
3219,785,785,7,100,3219,2022-09-05T00:19:28.611Z,Pix - Realizado,Débito,-1273.2
3220,930,930,5,2,3220,2022-06-01T00:07:33.005Z,Compra Débito,Débito,-23.83
3221,405,405,7,71,3221,2023-01-16T05:00:39.496Z,Pix - Realizado,Débito,-1566.0
3222,411,411,1,75,3222,2012-12-11T17:59:49.483Z,Compra Crédito,Débito,-108.55
3223,898,898,4,45,3223,2015-02-08T12:01:53.931Z,Compra Crédito,Débito,-33.12
3224,655,655,7,42,3224,2020-10-16T10:37:37.207Z,Compra Crédito,Débito,-38.81
3225,357,357,7,7,3225,2019-02-06T00:24:05.974Z,Depósito em espécie,Crédito,77.12
3226,589,589,8,69,3226,2020-02-06T10:08:00.080Z,Compra Crédito,Débito,-34.77
3227,171,171,7,33,3227,2020-05-21T06:07:18.076Z,Compra Crédito,Débito,-13.11
3228,355,355,7,71,3228,2022-12-09T00:42:57.536Z,Pix - Realizado,Débito,-245.9
3229,393,393,7,14,3229,2018-12-08T19:29:43.026Z,Compra Débito,Débito,-81.47
3230,298,298,6,4,3230,2020-12-30T08:49:03.609Z,Compra Crédito,Débito,-32.98
3231,962,962,7,14,3231,2018-10-10T12:06:06.002Z,Compra Crédito,Débito,-46.68
3232,588,588,7,7,3232,2016-06-18T22:41:31.517Z,Depósito em espécie,Crédito,24.56
3233,692,692,3,31,3233,2020-01-03T01:23:30.805Z,Compra Crédito,Débito,-74.87
3234,767,767,7,33,3234,2017-01-03T06:26:49.198Z,Depósito em espécie,Crédito,34.92
3235,725,725,7,71,3235,2019-05-27T07:04:17.824Z,Compra Crédito,Débito,-11.65
3236,922,922,7,100,3236,2018-03-25T18:35:10.341Z,Compra Crédito,Débito,-134.61
3237,578,578,7,7,3237,2022-09-26T08:34:03.948Z,Compra Crédito,Débito,-18.08
3238,870,870,7,42,3238,2021-09-23T19:54:29.622Z,Pix - Realizado,Débito,-442.6
3239,830,830,1,18,3239,2015-03-25T07:53:10.762Z,Compra Crédito,Débito,-22.98
3240,379,379,2,86,3240,2012-02-18T14:22:39.409Z,Compra Crédito,Débito,-24.04
3241,28,28,2,76,3241,2016-12-24T09:12:46.211Z,Compra Débito,Débito,-51.55
3242,777,777,8,23,3242,2018-09-25T19:14:58.033Z,Compra Débito,Débito,-5.6
3243,717,717,7,42,3243,2020-06-30T06:55:35.444Z,Compra Crédito,Débito,-209.14
3244,449,449,7,14,3244,2021-05-23T01:37:55.914Z,Compra Crédito,Débito,-26.33
3245,53,53,5,63,3245,2022-10-21T20:20:41.594Z,TED - Recebido,Crédito,10500.0
3246,508,508,4,1,3246,2018-10-28T20:09:11.136Z,Compra Débito,Débito,-17.04
3247,388,388,3,98,3247,2015-04-14T01:40:23.036Z,Compra Débito,Débito,-54.14
3248,73,73,3,73,3248,2022-08-10T19:55:12.972Z,Pix - Realizado,Débito,-359.4
3249,726,726,3,91,3249,2018-11-13T14:10:00.851Z,Compra Crédito,Débito,-45.36
3250,310,310,7,42,3250,2018-05-09T22:19:35.628Z,Compra Crédito,Débito,-15.06
3251,443,443,7,14,3251,2016-04-12T09:36:02.386Z,Compra Débito,Débito,-44.15
3252,466,466,2,95,3252,2018-03-13T06:26:51.001Z,Compra Débito,Débito,-39.22
3253,97,97,3,13,3253,2020-02-16T16:17:47.471Z,Compra Débito,Débito,-52.02
3254,691,691,7,7,3254,2022-09-23T23:28:17.064Z,Depósito em espécie,Crédito,187.16
3255,35,35,7,100,3255,2018-10-22T13:09:07.506Z,Compra Débito,Débito,-32.06
3256,34,34,2,78,3256,2014-12-07T12:48:34.603Z,Compra Débito,Débito,-18.42
3257,280,280,7,100,3257,2016-11-12T00:51:58.375Z,Depósito em espécie,Crédito,47.89
3258,206,206,7,33,3258,2018-10-07T16:21:57.002Z,Depósito em espécie,Crédito,36.27
3259,20,20,3,91,3259,2019-07-12T22:15:26.340Z,Compra Crédito,Débito,-164.35
3260,600,600,4,45,3260,2015-03-06T12:41:02.333Z,Compra Crédito,Débito,-20.52
3261,664,664,5,55,3261,2019-02-15T10:15:36.598Z,Compra Débito,Débito,-14.44
3262,786,786,7,14,3262,2017-12-04T20:08:54.308Z,Compra Débito,Débito,-20.45
3263,338,338,7,42,3263,2021-12-09T02:41:13.120Z,Compra Crédito,Débito,-13.65
3264,913,913,7,33,3264,2019-05-07T23:12:12.050Z,Compra Débito,Débito,-169.66
3265,159,159,7,7,3265,2019-05-17T01:34:08.012Z,Compra Débito,Débito,-90.78
3266,968,968,5,55,3266,2014-09-12T14:29:03.461Z,Compra Crédito,Débito,-18.62
3267,389,389,7,71,3267,2021-08-05T20:14:15.987Z,Pix - Recebido,Crédito,1006.7
3268,665,665,1,3,3268,2021-10-29T16:33:06.662Z,Compra Crédito,Débito,-56.25
3269,739,739,7,100,3269,2016-04-01T06:21:21.591Z,Compra Crédito,Débito,-2.59
3270,614,614,7,7,3270,2021-04-16T00:16:35.086Z,Pix - Realizado,Débito,-340.0
3271,325,325,1,92,3271,2011-01-01T14:40:51.364Z,Compra Débito,Débito,-2.17
3272,70,70,6,88,3272,2017-09-05T09:07:58.424Z,Compra Crédito,Débito,-3.85
3273,198,198,1,61,3273,2018-03-13T11:43:52.017Z,Saque,Débito,-102.93
3274,898,898,4,45,3274,2015-05-06T00:46:32.505Z,Compra Crédito,Débito,-25.66
3275,321,321,7,7,3275,2015-10-12T07:46:30.625Z,Depósito em espécie,Crédito,47.31
3276,263,263,1,36,3276,2013-04-08T20:43:17.069Z,Compra Débito,Débito,-82.08
3277,465,465,3,98,3277,2018-06-21T01:16:19.429Z,Estorno de Debito,Crédito,55.69
3278,753,753,7,33,3278,2016-11-29T02:57:42.909Z,Compra Crédito,Débito,-48.95
3279,808,808,3,31,3279,2013-08-25T16:28:14.780Z,Depósito em espécie,Crédito,7.88
3280,955,955,5,34,3280,2022-08-20T06:15:23.079Z,Pix - Realizado,Débito,-129.4
3281,723,723,7,14,3281,2016-10-24T14:07:06.108Z,Compra Crédito,Débito,-28.24
3282,499,499,7,7,3282,2018-07-27T15:30:09.919Z,Compra Crédito,Débito,-40.44
3283,722,722,7,7,3283,2019-03-09T03:56:41.790Z,Saque,Débito,-1002.18
3284,910,910,4,1,3284,2018-03-05T01:39:22.422Z,Compra Débito,Débito,-17.81
3285,872,872,7,71,3285,2018-10-02T18:59:06.790Z,Compra Débito,Débito,-86.2
3286,833,833,7,14,3286,2022-06-13T14:45:40.473Z,Saque,Débito,-283.24
3287,169,169,3,91,3287,2020-03-27T14:53:34.617Z,Compra Débito,Débito,-23.92
3288,139,139,6,22,3288,2016-05-17T16:03:24.269Z,Compra Crédito,Débito,-45.97
3289,41,41,1,32,3289,2020-08-07T09:23:56.656Z,Compra Crédito,Débito,-11.05
3290,326,326,7,100,3290,2022-12-17T05:42:53.991Z,Saque,Débito,-349.42
3291,577,577,1,61,3291,2020-10-26T07:44:43.968Z,Compra Crédito,Débito,-4.93
3292,622,622,7,100,3292,2022-03-24T08:24:54.726Z,Compra Crédito,Débito,-16.6
3293,186,186,5,2,3293,2014-05-18T07:52:38.357Z,Compra Débito,Débito,-97.37
3294,734,734,1,75,3294,2013-11-14T08:05:19.133Z,Compra Débito,Débito,-37.49
3295,806,806,5,55,3295,2014-12-24T19:48:08.865Z,Compra Débito,Débito,-22.43
3296,787,787,4,19,3296,2022-10-07T11:26:19.703Z,Compra Crédito,Débito,-35.78
3297,350,350,7,7,3297,2017-05-07T08:30:30.092Z,Compra Débito,Débito,-104.85
3298,377,377,2,29,3298,2022-06-25T06:03:58.191Z,Compra Crédito,Débito,-57.53
3299,323,323,7,14,3299,2022-02-14T00:59:05.577Z,Pix - Realizado,Débito,-1140.6
3300,126,126,7,42,3300,2015-08-30T15:06:59.330Z,Compra Crédito,Débito,-9.12
3301,649,649,3,16,3301,2023-01-05T20:38:35.179Z,Pix - Recebido,Crédito,89.6
3302,192,192,7,14,3302,2018-01-20T14:30:31.284Z,Compra Débito,Débito,-37.6
3303,840,840,7,100,3303,2022-12-12T05:13:23.931Z,Compra Débito,Débito,-30.88
3304,927,927,7,33,3304,2017-08-14T14:42:24.197Z,Compra Débito,Débito,-17.52
3305,173,173,1,60,3305,2014-05-02T10:28:40.883Z,Depósito em espécie,Crédito,46.23
3306,809,809,1,11,3306,2022-03-21T10:17:49.604Z,Compra Crédito,Débito,-123.94
3307,542,542,7,71,3307,2016-05-01T00:25:18.418Z,Compra Crédito,Débito,-60.31
3308,126,126,7,42,3308,2015-10-06T02:55:36.624Z,Compra Crédito,Débito,-24.34
3309,847,847,8,89,3309,2019-06-24T14:48:21.829Z,Compra Débito,Débito,-43.39
3310,226,226,4,35,3310,2021-11-13T12:33:11.985Z,Pix - Realizado,Débito,-201.7
3311,13,13,8,38,3311,2020-02-05T00:26:56.520Z,DOC - Recebido,Crédito,23150.0
3312,474,474,7,71,3312,2019-07-26T21:48:03.173Z,Compra Crédito,Débito,-6.13
3313,849,849,7,7,3313,2019-02-28T22:56:37.527Z,Compra Crédito,Débito,-141.11
3314,985,985,7,33,3314,2021-07-07T13:09:10.944Z,Pix - Realizado,Débito,-118.8
3315,816,816,3,51,3315,2013-03-23T03:22:30.491Z,Compra Crédito,Débito,-26.43
3316,882,882,7,100,3316,2020-01-02T19:49:06.875Z,Compra Débito,Débito,-8.52
3317,180,180,7,71,3317,2016-08-20T22:42:43.330Z,Compra Débito,Débito,-3.14
3318,224,224,7,7,3318,2022-01-04T05:43:28.174Z,Compra Crédito,Débito,-8.99
3319,585,585,7,71,3319,2017-11-19T10:24:57.538Z,Compra Crédito,Débito,-31.31
3320,299,299,6,96,3320,2019-10-25T23:17:27.599Z,Compra Débito,Débito,-38.66
3321,253,253,7,14,3321,2018-01-30T15:17:53.281Z,Compra Débito,Débito,-18.11
3322,619,619,7,71,3322,2022-04-30T21:31:20.439Z,Compra Débito,Débito,-25.72
3323,575,575,5,58,3323,2020-02-05T21:42:16.266Z,Depósito em espécie,Crédito,7.55
3324,135,135,1,75,3324,2020-11-10T23:13:57.263Z,Compra Crédito,Débito,-10.48
3325,459,459,1,60,3325,2014-04-10T07:18:24.291Z,Saque,Débito,-317.39
3326,411,411,1,75,3326,2012-12-15T09:57:17.887Z,Compra Crédito,Débito,-19.9
3327,21,21,2,86,3327,2012-08-10T12:54:53.803Z,Compra Crédito,Débito,-29.03
3328,722,722,7,7,3328,2019-03-09T07:18:55.048Z,Compra Crédito,Débito,-23.63
3329,53,53,5,63,3329,2022-10-22T13:34:50.218Z,Compra Débito,Débito,-17.58
3330,623,623,1,32,3330,2021-09-12T02:47:11.278Z,Compra Crédito,Débito,-59.44
3331,283,283,4,19,3331,2015-05-25T04:05:26.904Z,Compra Crédito,Débito,-14.53
3332,860,860,5,55,3332,2015-04-18T03:35:53.455Z,Depósito em espécie,Crédito,21.86
3333,742,742,1,75,3333,2013-10-17T22:48:56.730Z,Saque,Débito,-236.57
3334,70,70,6,88,3334,2017-09-06T19:35:22.955Z,Compra Débito,Débito,-51.37
3335,341,341,1,80,3335,2020-02-29T22:29:33.834Z,Compra Débito,Débito,-6.01
3336,720,720,1,80,3336,2015-03-20T03:57:52.607Z,Compra Crédito,Débito,-27.51
3337,734,734,1,75,3337,2013-11-22T07:21:40.354Z,Compra Crédito,Débito,-53.85
3338,217,217,4,57,3338,2013-12-07T03:22:13.819Z,Depósito em espécie,Crédito,13.32
3339,794,794,7,33,3339,2018-11-23T03:15:56.848Z,Compra Crédito,Débito,-143.93
3340,589,589,8,69,3340,2020-02-06T10:14:08.209Z,Compra Débito,Débito,-63.43
3341,778,778,5,55,3341,2016-12-25T08:45:27.698Z,Compra Crédito,Débito,-28.66
3342,917,917,1,36,3342,2020-07-26T17:59:49.596Z,Compra Crédito,Débito,-19.93
3343,875,875,7,71,3343,2022-03-25T10:20:30.335Z,Pix - Realizado,Débito,-333.9
3344,146,146,1,80,3344,2011-05-08T19:59:17.508Z,Compra Débito,Débito,-86.56
3345,964,964,7,7,3345,2020-02-22T21:17:49.682Z,Compra Débito,Débito,-101.48
3346,339,339,5,2,3346,2020-11-25T23:03:21.895Z,Compra Crédito,Débito,-12.28
3347,286,286,7,71,3347,2022-06-28T09:52:42.484Z,Pix - Recebido,Crédito,64.6
3348,11,11,4,19,3348,2021-10-08T04:25:49.402Z,Compra Crédito,Débito,-34.82
3349,372,372,7,100,3349,2019-08-29T23:14:47.350Z,Saque,Débito,-102.88
3350,320,320,4,19,3350,2014-09-13T06:35:52.042Z,Compra Crédito,Débito,-52.56
3351,942,942,4,19,3351,2014-04-13T02:10:55.865Z,Compra Débito,Débito,-10.46
3352,255,255,7,100,3352,2019-05-07T01:09:50.048Z,Estorno de Debito,Crédito,19.39
3353,215,215,9,12,3353,2021-07-05T15:24:34.465Z,Compra Crédito,Débito,-40.88
3354,886,886,7,33,3354,2019-10-11T09:46:39.979Z,Compra Crédito,Débito,-56.37
3355,294,294,2,95,3355,2015-03-11T05:21:54.377Z,Depósito em espécie,Crédito,6.82
3356,866,866,7,42,3356,2021-10-29T21:32:35.063Z,Pix - Realizado,Débito,-160.6
3357,891,891,7,33,3357,2018-01-04T20:06:49.013Z,Compra Débito,Débito,-71.77
3358,24,24,6,54,3358,2015-11-05T01:57:04.305Z,Compra Débito,Débito,-20.49
3359,72,72,7,100,3359,2022-09-11T09:00:32.108Z,Compra Crédito,Débito,-22.79
3360,983,983,1,39,3360,2021-04-22T18:13:10.473Z,Compra Crédito,Débito,-15.28
3361,831,831,7,14,3361,2021-01-27T18:26:16.250Z,Compra Crédito,Débito,-54.87
3362,858,858,7,14,3362,2022-12-17T07:19:35.266Z,Depósito em espécie,Crédito,107.23
3363,862,862,7,7,3363,2021-02-01T22:48:21.926Z,Pix - Realizado,Débito,-159.1
3364,325,325,1,92,3364,2011-01-02T06:45:20.252Z,Compra Débito,Débito,-8.3
3365,430,430,3,73,3365,2013-06-15T18:14:00.276Z,TED - Recebido,Crédito,29670.0
3366,67,67,9,46,3366,2022-04-28T23:06:44.203Z,Compra Crédito,Débito,-328.52
3367,664,664,5,55,3367,2019-02-15T11:39:37.188Z,Compra Crédito,Débito,-78.26
3368,103,103,7,42,3368,2017-07-26T18:24:55.983Z,Compra Débito,Débito,-85.74
3369,746,746,7,100,3369,2021-11-19T09:27:11.400Z,Depósito em espécie,Crédito,16.43
3370,822,822,5,34,3370,2022-08-18T06:09:05.856Z,Pix - Realizado,Débito,-106.4
3371,996,996,2,24,3371,2021-08-31T13:48:59.719Z,Compra Crédito,Débito,-31.15
3372,382,382,7,7,3372,2020-05-21T08:52:33.957Z,Depósito em espécie,Crédito,14.43
3373,772,772,3,16,3373,2014-01-01T07:23:57.208Z,Compra Crédito,Débito,-10.96
3374,650,650,7,42,3374,2020-12-26T19:25:44.099Z,Compra Crédito,Débito,-55.23
3375,746,746,7,100,3375,2022-02-21T20:03:30.873Z,Compra Crédito,Débito,-30.44
3376,697,697,2,84,3376,2013-02-08T05:40:07.123Z,Compra Crédito,Débito,-47.44
3377,123,123,4,57,3377,2014-08-17T20:26:36.037Z,Compra Débito,Débito,-21.65
3378,799,799,2,85,3378,2012-10-27T04:53:20.868Z,Saque,Débito,-76.83
3379,281,281,7,33,3379,2020-04-03T13:55:19.732Z,Depósito em espécie,Crédito,173.06
3380,255,255,7,100,3380,2019-05-07T01:43:27.872Z,Depósito em espécie,Crédito,35.75
3381,831,831,7,14,3381,2021-01-31T20:10:56.483Z,Pix - Realizado,Débito,-413.6
3382,284,284,2,70,3382,2011-05-12T19:44:43.226Z,Compra Débito,Débito,-34.23
3383,999,999,7,42,3383,2020-09-06T13:42:01.680Z,Compra Débito,Débito,-22.76
3384,148,148,9,93,3384,2020-01-22T11:39:51.841Z,Compra Débito,Débito,-72.44
3385,530,530,1,80,3385,2014-06-27T23:11:00.000Z,Compra Débito,Débito,-50.51
3386,758,758,5,50,3386,2016-03-08T13:21:46.369Z,Compra Crédito,Débito,-32.66
3387,497,497,2,81,3387,2011-02-11T05:13:46.744Z,Compra Crédito,Débito,-58.49
3388,164,164,8,23,3388,2021-01-11T09:13:30.802Z,Compra Débito,Débito,-23.41
3389,274,274,4,19,3389,2014-08-21T05:31:13.563Z,Compra Débito,Débito,-21.6
3390,995,995,7,33,3390,2018-05-21T11:54:08.413Z,Compra Débito,Débito,-347.32
3391,257,257,1,60,3391,2011-02-11T00:47:14.769Z,Compra Débito,Débito,-29.15
3392,639,639,7,71,3392,2022-02-05T20:47:31.517Z,Pix - Recebido,Crédito,149.5
3393,630,630,8,89,3393,2021-09-17T11:10:32.250Z,Pix - Realizado,Débito,-197.0
3394,122,122,7,100,3394,2018-05-16T17:24:37.511Z,Depósito em espécie,Crédito,60.47
3395,704,704,4,57,3395,2016-10-29T16:05:39.555Z,Pagamento de boleto,Débito,-915.2
3396,362,362,2,85,3396,2016-12-21T21:08:33.623Z,Compra Crédito,Débito,-136.81
3397,508,508,4,1,3397,2018-12-10T05:26:52.041Z,Transferência entre CC - Crédito,Crédito,1319.6
3398,532,532,7,33,3398,2018-08-19T14:44:14.748Z,Compra Crédito,Débito,-8.37
3399,87,87,7,100,3399,2021-10-16T10:52:18.621Z,Compra Débito,Débito,-55.01
3400,875,875,7,71,3400,2022-03-25T17:08:58.261Z,Compra Crédito,Débito,-52.78
3401,56,56,7,7,3401,2020-10-07T02:37:32.484Z,Compra Crédito,Débito,-10.21
3402,734,734,1,75,3402,2013-11-22T10:56:28.636Z,Compra Crédito,Débito,-37.88
3403,598,598,7,7,3403,2022-09-18T10:10:08.296Z,Compra Crédito,Débito,-78.6
3404,911,911,7,14,3404,2022-04-12T04:42:20.893Z,Compra Crédito,Débito,-16.31
3405,899,899,1,92,3405,2021-03-20T05:16:01.724Z,Depósito em espécie,Crédito,12.38
3406,476,476,2,95,3406,2013-07-09T04:18:17.397Z,Compra Crédito,Débito,-9.74
3407,620,620,7,71,3407,2019-09-18T13:27:24.508Z,Depósito em espécie,Crédito,76.25
3408,392,392,7,14,3408,2019-04-25T16:22:21.129Z,Compra Débito,Débito,-45.31
3409,711,711,8,47,3409,2018-08-03T03:04:23.784Z,Compra Crédito,Débito,-62.56
3410,43,43,6,28,3410,2016-04-13T11:37:15.979Z,Depósito em espécie,Crédito,47.74
3411,680,680,7,42,3411,2022-04-14T21:19:40.276Z,Compra Crédito,Débito,-21.42
3412,137,137,1,36,3412,2019-04-03T22:06:09.466Z,Saque,Débito,-119.16
3413,140,140,6,22,3413,2022-05-17T13:00:23.653Z,Compra Débito,Débito,-77.58
3414,951,951,7,33,3414,2018-08-20T05:11:02.422Z,Compra Crédito,Débito,-10.9
3415,166,166,7,14,3415,2021-02-04T08:36:53.520Z,Compra Crédito,Débito,-4.12
3416,49,49,7,100,3416,2021-05-16T23:32:05.180Z,Pix - Recebido,Crédito,130.2
3417,266,266,7,100,3417,2018-07-01T11:30:08.525Z,Compra Débito,Débito,-26.59
3418,409,409,2,82,3418,2012-01-29T05:15:46.425Z,Depósito em espécie,Crédito,22.11
3419,563,563,1,62,3419,2021-01-20T19:03:04.148Z,Compra Crédito,Débito,-31.42
3420,581,581,5,63,3420,2020-12-24T21:51:04.927Z,Pix - Recebido,Crédito,447.5
3421,252,252,7,71,3421,2022-08-20T10:20:09.899Z,Compra Débito,Débito,-48.54
3422,748,748,2,82,3422,2019-01-10T20:55:26.557Z,Compra Crédito,Débito,-16.62
3423,18,18,2,85,3423,2013-02-27T11:45:09.667Z,Compra Débito,Débito,-13.97
3424,18,18,2,85,3424,2013-02-27T20:46:28.244Z,Compra Crédito,Débito,-52.8
3425,401,401,7,14,3425,2022-02-28T16:33:18.992Z,Compra Crédito,Débito,-74.21
3426,694,694,1,75,3426,2019-10-26T16:05:13.094Z,Saque,Débito,-269.29
3427,277,277,7,33,3427,2022-11-30T19:05:55.791Z,Pix - Realizado,Débito,-78.5
3428,426,426,7,100,3428,2021-03-26T00:46:37.050Z,Depósito em espécie,Crédito,39.9
3429,165,165,7,42,3429,2020-08-25T12:05:48.127Z,Compra Débito,Débito,-30.64
3430,134,134,5,43,3430,2019-07-24T21:06:36.431Z,Estorno de Debito,Crédito,82.78
3431,939,939,2,70,3431,2022-12-24T02:44:51.363Z,Compra Crédito,Débito,-34.64
3432,263,263,1,36,3432,2013-04-08T23:12:36.355Z,Depósito em espécie,Crédito,119.67
3433,61,61,1,11,3433,2013-03-01T16:24:03.331Z,Compra Débito,Débito,-5.23
3434,338,338,7,42,3434,2021-12-09T23:30:21.933Z,Pix - Realizado,Débito,-172.9
3435,940,940,7,14,3435,2017-05-02T15:15:51.789Z,Compra Débito,Débito,-12.5
3436,69,69,2,90,3436,2019-12-04T09:06:19.506Z,Compra Crédito,Débito,-20.03
3437,572,572,2,86,3437,2015-02-28T16:20:44.413Z,Compra Débito,Débito,-158.01
3438,951,951,7,33,3438,2018-10-30T16:06:38.532Z,Compra Crédito,Débito,-18.06
3439,231,231,7,14,3439,2017-06-09T09:23:47.262Z,Compra Débito,Débito,-41.27
3440,254,254,7,100,3440,2022-12-17T19:20:01.083Z,Pix - Realizado,Débito,-88.0
3441,807,807,7,33,3441,2017-10-18T14:50:20.118Z,Compra Débito,Débito,-100.09
3442,768,768,7,42,3442,2022-02-05T10:17:55.250Z,Compra Crédito,Débito,-20.94
3443,120,120,2,82,3443,2019-04-19T13:00:32.982Z,Compra Crédito,Débito,-54.48
3444,257,257,1,60,3444,2011-02-19T19:17:28.209Z,Compra Crédito,Débito,-36.6
3445,689,689,2,84,3445,2013-06-04T02:43:29.019Z,Compra Crédito,Débito,-182.78
3446,651,651,7,7,3446,2016-01-19T17:29:30.571Z,Compra Débito,Débito,-89.53
3447,132,132,7,14,3447,2021-06-25T15:10:48.480Z,Compra Débito,Débito,-26.34
3448,796,796,7,71,3448,2022-09-02T12:05:30.163Z,Pix - Realizado,Débito,-217.1
3449,228,228,1,80,3449,2015-07-07T14:04:47.697Z,Compra Débito,Débito,-107.99
3450,521,521,7,71,3450,2019-10-19T23:03:21.898Z,Compra Crédito,Débito,-12.06
3451,128,128,8,6,3451,2019-03-10T15:58:37.010Z,Compra Débito,Débito,-31.86
3452,845,845,3,13,3452,2013-04-28T15:09:09.336Z,Compra Crédito,Débito,-21.18
3453,305,305,7,71,3453,2022-11-22T10:45:39.666Z,Compra Crédito,Débito,-33.85
3454,610,610,7,42,3454,2021-03-17T11:55:36.685Z,Pix - Recebido,Crédito,2186.4
3455,869,869,3,98,3455,2021-04-03T13:23:01.390Z,Pix - Realizado,Débito,-198.5
3456,612,612,6,54,3456,2016-11-23T16:08:37.777Z,Compra Crédito,Débito,-36.58
3457,994,994,7,7,3457,2017-03-01T03:50:52.736Z,Compra Crédito,Débito,-44.29
3458,138,138,2,84,3458,2014-08-22T11:11:24.791Z,Compra Crédito,Débito,-333.27
3459,626,626,10,97,3459,2022-02-28T16:01:23.940Z,Compra Débito,Débito,-44.64
3460,56,56,7,7,3460,2020-10-07T08:45:00.499Z,Depósito em espécie,Crédito,19.72
3461,692,692,3,31,3461,2020-01-03T10:14:05.850Z,Compra Débito,Débito,-7.66
3462,262,262,7,7,3462,2022-12-08T01:36:49.360Z,Compra Débito,Débito,-89.8
3463,178,178,9,20,3463,2022-04-05T20:44:29.321Z,Pix - Recebido,Crédito,576.1
3464,3,3,7,100,3464,2017-07-29T22:29:38.386Z,Compra Débito,Débito,-14.75
3465,226,226,4,35,3465,2021-11-18T21:24:23.389Z,Pix - Recebido,Crédito,30.9
3466,457,457,7,7,3466,2020-02-21T01:22:33.719Z,Compra Crédito,Débito,-36.81
3467,320,320,4,19,3467,2015-10-03T23:25:59.633Z,Saque,Débito,-138.02
3468,334,334,7,14,3468,2022-08-30T19:54:58.973Z,Depósito em espécie,Crédito,42.39
3469,98,98,2,78,3469,2016-03-19T16:03:52.135Z,Compra Crédito,Débito,-53.88
3470,912,912,7,100,3470,2022-10-29T18:43:57.054Z,Pix - Realizado,Débito,-461.7
3471,652,652,7,14,3471,2022-02-12T21:12:01.085Z,Compra Crédito,Débito,-8.5
3472,677,677,7,33,3472,2019-03-16T09:20:27.064Z,Compra Débito,Débito,-39.41
3473,318,318,3,91,3473,2020-07-06T17:08:29.364Z,Compra Crédito,Débito,-43.11
3474,110,110,3,31,3474,2013-10-19T22:26:54.130Z,Compra Crédito,Débito,-22.12
3475,120,120,2,82,3475,2019-04-21T09:59:57.743Z,Compra Débito,Débito,-36.23
3476,32,32,8,69,3476,2019-02-21T13:53:08.798Z,Depósito em espécie,Crédito,54.1
3477,813,813,2,81,3477,2015-01-17T22:42:57.192Z,Depósito em espécie,Crédito,16.29
3478,731,731,7,7,3478,2022-09-25T00:14:55.860Z,Pix - Realizado,Débito,-483.0
3479,69,69,2,90,3479,2019-12-10T15:43:05.899Z,Compra Crédito,Débito,-43.58
3480,388,388,3,98,3480,2015-04-14T03:46:49.290Z,Depósito em espécie,Crédito,79.03
